content,content_stem,score,target
One less positive point is that the payment options are limited. I cannot use some of my cards.,one  less  positive  point  payment  options  limited.  cannot  use  cards.,4,0
"What is wrong with your app? I receive a new notification for my ongoing Group Buy every minute!! Seriously irritating, please fix the app ASAP!! I can't even cancel the damn order.","wrong  app?  receive  new  notification  ongoing  group  buy  every  minute!!  seriously  irritating,  please  fix  asap!!  can't  even  cancel  damn  order.",1,1
One of the cheapest platform...,one  cheapest  platform...,4,0
Good to use.. easy for daily life in bz time n schedule,good  use..  easy  daily  life  bz  time  n  schedule,5,0
Beware of illgeal DATA MINING behind backdoor especially when u watch those shopeelive feeds. 500GB stolen a month! OBVIOUSLY they won't admit. my confidence for shopee tarnished!,beware  illgeal  data  mining  behind  backdoor  especially  u  watch  shopeelive  feeds.  500gb  stolen  month!  obviously  admit.  confidence  tarnished!,1,1
Mostly i ordered worth for the price sometimes the quality more than the price. I experienced broken parcel. Its better to highlight those logistic company to handle with our things we orderd because the image will back to the seller. The feeling of excitement while waiting the things you like then when you received it broken inside. Its so disappointing.,mostly  ordered  worth  price  sometimes  quality  price.  experienced  broken  parcel.  better  highlight  logistic  company  handle  things  orderd  image  back  seller.  feeling  excitement  waiting  things  like  received  broken  inside.  disappointing.,4,0
"After every order, unable to search or pay for purchase anymore. Every time need to uninstall and install again just to get it to work again. So annoying","every  order,  unable  search  pay  purchase  anymore.  every  time  need  uninstall  install  get  work  again.  annoying",2,1
"Having problems such as cannot view the reviews prior to updating my app. Once updated, app is running smooth and easy to switch btwn diff payment methods like top up shopee pay and then payment. Less jam on the coins check in portion too.","problems  cannot  view  reviews  prior  updating  app.  updated,  running  smooth  easy  switch  btwn  diff  payment  methods  like  top  pay  payment.  less  jam  coins  check  portion  too.",5,0
App suddenly changed to malay despite settings is set at English by default..,suddenly  changed  malay  despite  settings  set  english  default..,1,1
"The app has many good rewards and cashbacks which are good and easy to get. The games they have, has good interface and interaction response. Most of the sellers has reviews which you can check to make sure you know you will get what quality of product as compared to the seller's photos. Their customer service is good and efficient too!","many  good  rewards  cashbacks  good  easy  get.  games  have,  good  interface  interaction  response.  reviews  check  make  sure  know  get  quality  product  compared  seller's  photos.  customer  service  good  efficient  too!",5,0
Well! best online app ....,well!  best  online  ....,5,0
Enjoy,enjoy,5,0
"Great shopping app to use. I love using Shopee for my shopping needs as the prices sellers listed are kept realistic and affordable unlike some other shopping app where prices for the same product on Shopee is selling for double or triple the amount. For improvement, I would suggest having more wide-range overseas markets like US, UK, European markets as I wonder what new interesting brands and products it will bring to Shopee Users.","great  shopping  use.  love  using  shopping  needs  prices  listed  kept  realistic  affordable  unlike  shopping  prices  product  selling  double  triple  amount.  improvement,  would  suggest  wide-range  overseas  markets  like  us,  uk,  european  markets  wonder  new  interesting  brands  products  bring  users.",5,0
"My online shopping experience got enhanced by Shopee. Its convenient, easy to use, multi products varieties, and prompt delivery.... Well done. keep it up. I have no need for return or refund experience ao far and hopefully it will be a easy and no hassle like some other online shopping company in Singapore.. 🙏","online  shopping  experience  got  enhanced  shopee.  convenient,  easy  use,  multi  products  varieties,  prompt  delivery....  well  done.  keep  up.  need  return  refund  experience  ao  far  hopefully  easy  hassle  like  online  shopping  company  singapore..  folded_hands",5,0
So far so good . Pleasant experience with shoppee,far  good  .  pleasant  experience,4,0
"Download this app to another phone to test,same problem occur,touch the item page or back page,no response/stuck or have to wait long long time.Use PC better.","download  another  phone  test,same  problem  occur,touch  page  back  page,no  response/stuck  wait  long  long  time.use  pc  better.",1,1
Recently had an experience of difficultive loading of the item fir viewing,recently  experience  difficultive  loading  fir  viewing,2,1
"Tis is a great shopping platform. However, App keeps closing by itself these 2 wks... When viewing or trying to make payment..so frustrated. Pls rectify this. Thks .","tis  great  shopping  platform.  however,  keeps  closing  2  wks...  viewing  trying  make  payment..so  frustrated.  pls  rectify  this.  thks  .",2,1
App works as intended. Quite a number of counterfeit goods though. So sieve through and check properly.,works  intended.  quite  number  counterfeit  goods  though.  sieve  check  properly.,4,0
"the app have more n more problems n so many updates really unstable, at least they are responsive.","n  problems  n  many  updates  really  unstable,  least  responsive.",4,0
"Wide variety of items to buy! However, there's too many functions and sub-pages in the app so a bit complicated to use.","wide  variety  buy!  however,  there's  many  functions  sub-pages  bit  complicated  use.",4,0
A great online shopping platform. Pricing is reasonable..its great..with variety of choices. You can select free delivery products or offers of free delivery voucher with minimum spend of $15.. Some good voucher can be redeem on Daily$ vouchers.. Games also can receive Daily$ points at well. Earning Daily$ while playing their games on the handphone.. Good thoughts..,great  online  shopping  platform.  pricing  reasonable..its  great..with  variety  choices.  select  free  delivery  products  offers  free  delivery  voucher  minimum  spend  $15..  good  voucher  redeem  daily$  vouchers..  games  also  receive  daily$  points  well.  earning  daily$  playing  games  handphone..  good  thoughts..,5,0
Shopee let's me have a great shopping experience.,let's  great  shopping  experience.,4,0
"Shoppe is a great experience. Although sometimes, the product may not come out right because of size not right and wrong selection due to visual aspects. A few flaws here and there are acceptable because you're not able to feel and see the actual product. Delivery is usually prompt. Shoppe is here to stay, a new way to shop in this digitalised Age","shoppe  great  experience.  although  sometimes,  product  may  come  right  size  right  wrong  selection  due  visual  aspects.  flaws  acceptable  able  feel  see  actual  product.  delivery  usually  prompt.  shoppe  stay,  new  way  shop  digitalised  age",5,0
Expert in app crash! Always update n crashing.,expert  crash!  always  update  n  crashing.,1,1
"HORRIBLE UI. Often lags heavily, shows blank page and unresponsive. Would love to browse with ease but UI starts acting up. Definitely need to improve the UI, else I'm not going to purchase from this site again. Even ezbuy is easier than this.","horrible  ui.  often  lags  heavily,  shows  blank  page  unresponsive.  would  love  browse  ease  ui  starts  acting  up.  definitely  need  improve  ui,  else  i'm  going  purchase  site  again.  even  ezbuy  easier  this.",1,1
slow delivery but received parcels in good condition. My family members were satisfied.,slow  delivery  received  parcels  good  condition.  family  members  satisfied.,4,0
Good range of products,good  range  products,5,0
"Very bad service! Local item took 2 weeks and still haven't deliver, this has happened multiple times and when you contact the customer service for help, they are TOTALLY UNHELPFUL.","service!  local  took  2  weeks  still  deliver,  happened  multiple  times  contact  customer  service  help,  totally  unhelpful.",1,1
"The app is good...but it wouldn't allow me to write a product review after few weeks...sometimes, we can't use the product straight away,after receiving it..Time is needed to test the product to leave a proper helpful review.Hope in future, submitting reviews period could be left open.","good...but  allow  write  product  review  weeks...sometimes,  can't  use  product  straight  away,after  receiving  it..time  needed  test  product  leave  proper  helpful  review.hope  future,  submitting  reviews  period  could  left  open.",4,0
Many varieties and delivery is faster than most online shopping. So far the service was great. Very pleasant experience,many  varieties  delivery  faster  online  shopping.  far  service  great.  pleasant  experience,4,0
"Easy and user friendly App. Great job!!! I have been buying almost every thing from Shopee, the rewards program is awesome and attractive. Please keep up the good work!!!👍👍👍👍","easy  user  friendly  app.  great  job!!!  buying  almost  every  thing  shopee,  rewards  program  awesome  attractive.  please  keep  good  work!!!thumbs_upthumbs_upthumbs_upthumbs_up",5,0
"App is great to use, responsive but sometimes it has a little hang screen but it's still OK with me","great  use,  responsive  sometimes  little  hang  screen  still  ok",5,0
Good shopping experience,good  shopping  experience,5,0
"Just like the web version, but the app version makes everything way more convenient. Plus the games are only accessible through the app, so definitely recommend downloading the app.","like  web  version,  version  makes  everything  way  convenient.  plus  games  accessible  app,  definitely  recommend  downloading  app.",5,0
"Very little issues so far with purchase and delivery. Limited items, but no major issues to worry about.","little  issues  far  purchase  delivery.  limited  items,  major  issues  worry  about.",4,0
Good,good,5,0
"I prefer this app over others but lately I use other apps more for my online purchase.This is because Shopper's vouchers are so restrictive - only applicable to certain products and most of the time, are applicable to $20 or above purchase, especially for free deliveries.","prefer  others  lately  use  apps  online  purchase.this  shopper's  vouchers  restrictive  -  applicable  certain  products  time,  applicable  $20  purchase,  especially  free  deliveries.",1,1
"Cannot load Shopee Pets after the auto update, kept showing connection problem regardless of using WiFi or 4G","cannot  load  pets  auto  update,  kept  showing  connection  problem  regardless  using  wifi  4g",1,1
Overall it's rlly good but deduct one star as imo it is quite troublesome to top up the shopeepay,overall  rlly  good  deduct  one  star  imo  quite  troublesome  top  shopeepay,4,0
"The vouchers and promotions never really are as they are advertised to be. It's a convoluted mess of limited issuances of discount vouchers, subject to certain caps which vastly reduces the discounts, validity limited to propriety wallet Shopee Pay which monies cannot be transferred out, validity only on certain credit cards/banks only, rebates given in the form of token coins of denominations difficult to grasp, no doubt used to obfuscate real-world value. The app is cluttered with popups too.","vouchers  promotions  never  really  advertised  be.  convoluted  mess  limited  issuances  discount  vouchers,  subject  certain  caps  vastly  reduces  discounts,  validity  limited  propriety  wallet  pay  monies  cannot  transferred  out,  validity  certain  credit  cards/banks  only,  rebates  given  form  token  coins  denominations  difficult  grasp,  doubt  used  obfuscate  real-world  value.  cluttered  popups  too.",1,1
"Super sale today on 25/1, not even able to pay for the product in cart. Uninstall and reinstall but still not able to pay for the items. Now item is cancelled and sold out. Thanks a lot for nothing shopee. Why bother promoting or advertising your useless app. Uninstall. Found the same item in Lazada and purchased. No issue whatsoever.","super  sale  today  25/1,  even  able  pay  product  cart.  uninstall  reinstall  still  able  pay  items.  cancelled  sold  out.  thanks  lot  nothing  shopee.  bother  promoting  advertising  useless  app.  uninstall.  found  lazada  purchased.  issue  whatsoever.",1,1
"Well designed app. However, i have been receiving many notifications. So far, I'm unable to find anywhere in the app to selectively turn-off the unnecessary notifications.","well  designed  app.  however,  receiving  many  notifications.  far,  i'm  unable  find  anywhere  selectively  turn-off  unnecessary  notifications.",5,0
Only if the items from Malaysian products price should be lesser. Some seller asked to follow but no discount.,malaysian  products  price  lesser.  asked  follow  discount.,4,0
"I uninstalled it because of its annoying notification song... ""Shopee!""... Every time I hear that noti sounds, I hated it.. some time the app noti sounds pop up in the early morning. That's also very annoying.","uninstalled  annoying  notification  song...  ""shopee!""...  every  time  hear  noti  sounds,  hated  it..  time  noti  sounds  pop  early  morning.  that's  also  annoying.",1,1
"Now all vouchers are for ShopeePay only. Now I have to pay for shipping fee, all vouchers cannot be used if you do not use their ShopeePay. Frustrated.","vouchers  shopeepay  only.  pay  shipping  fee,  vouchers  cannot  used  use  shopeepay.  frustrated.",1,1
"After using Shoppee platform , online orders are efficient, any refund, ordering and receiving issues are settled promptly just by calling up Customer Service, only worry is the Credit Card information details stored in system hopefully is fully protected.","using  platform  ,  online  orders  efficient,  refund,  ordering  receiving  issues  settled  promptly  calling  customer  service,  worry  credit  card  information  details  stored  system  hopefully  fully  protected.",4,0
Can't download app shoppe malaysia,can't  download  shoppe  malaysia,1,1
So far so good. Satisfied.,far  good.  satisfied.,4,0
Thank you shopee love it 😊😊😊😊😊😊😊😊,thank  love  smiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyes,4,0
Update2: tried turning off wifi and using my data to login instead and it works! So i would advice those who are unable to login to try using their data instead! Update1: just tried logging in again just in time for the 9am shake but still unable to login in. Have already missed a few shakes since yesterday.. i am using samsung s7. Have tried to login on other phones as well. Impossible. Same error message I couldnt add things into the cart because it kept saying NETWORK ERROR. PLEASE TRY AGAIN LATER. So i thought it might be my phone's problem and i uninstalled and installed the app again but now i cant even login and it keeps saying the same thing! NETWORK ERROR. PMEASE TRY AGAIN LATER. And seems like i am not the only one facing this problem. The customer service is only available from mon-fri. So means there is no one to help us at all. How am i supposed to make my purchase later on??? So disappointed with the app! Please fix this before 12am for the 11.11 deals!,update2:  tried  turning  wifi  using  data  login  instead  works!  would  advice  unable  login  try  using  data  instead!  update1:  tried  logging  time  9am  shake  still  unable  login  in.  already  missed  shakes  since  yesterday..  using  samsung  s7.  tried  login  phones  well.  impossible.  error  message  couldnt  add  things  cart  kept  saying  network  error.  please  try  later.  thought  might  phone's  problem  uninstalled  installed  cant  even  login  keeps  saying  thing!  network  error.  pmease  try  later.  seems  like  one  facing  problem.  customer  service  available  mon-fri.  means  one  help  us  all.  supposed  make  purchase  later  on???  disappointed  app!  please  fix  12am  11.11  deals!,1,1
"Hi, this is my third time reinstall this Apps. Keep on hanging.","hi,  third  time  reinstall  apps.  keep  hanging.",1,1
"App always crash, keeps getting ""oops something went wrong, we're looking into it"" message.","always  crash,  keeps  getting  ""oops  something  went  wrong,  we're  looking  it""  message.",1,1
"After disconnecting shopee from paylah app, the shopee app still shows that my paylah account is connected. Is there an/a automatic/manual way to remove it from shopee?","disconnecting  paylah  app,  still  shows  paylah  account  connected.  an/a  automatic/manual  way  remove  shopee?",4,0
I will still rate as 4 star cos there are still many seller did not provide details especially clothing which don't have the sizes spec.,still  rate  4  star  cos  still  many  provide  details  especially  clothing  sizes  spec.,4,0
👍👍👍👍👍👍👍👍,thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,5,0
"Shopee getting more and more lousy in controlling or guarantee customers protection. Seller can go MIA or no reply chat or even can cheat customer that they were unable to ship out the product due to system error, ask me to reorder again without vouchers available because I had bought using the voucher on same product! Shopxxmumscxxx is just a joke, never ship out free gift or follow up. Hike up the price of free gifts and only give travel size samples to customers!","getting  lousy  controlling  guarantee  customers  protection.  go  mia  reply  chat  even  cheat  customer  unable  ship  product  due  system  error,  ask  reorder  without  vouchers  available  bought  using  voucher  product!  shopxxmumscxxx  joke,  never  ship  free  gift  follow  up.  hike  price  free  gifts  give  travel  size  samples  customers!",2,1
Shopee is one of my preferred shopping platform as the team takes prompt action to solve issues and feedback.,one  preferred  shopping  platform  team  takes  prompt  action  solve  issues  feedback.,4,0
"the referral $10 voucher i receive is placed and locked by shopee as invalid. they just ask of to re login, clear cache, reinstall app. but still the same. again ask them to check and g need to repeat my condition to the second Customer service Agent. still not solved","referral  $10  voucher  receive  placed  locked  invalid.  ask  login,  clear  cache,  reinstall  app.  still  same.  ask  check  g  need  repeat  condition  second  customer  service  agent.  still  solved",2,1
Not been able to use the app as it refused to update my address,able  use  refused  update  address,1,1
"Stupid sign in bugs. after resetting my password and getting a notification that my password has been reset successfully, I get an error message that the new password is invalid. I can't even sign in now.","stupid  sign  bugs.  resetting  password  getting  notification  password  reset  successfully,  get  error  message  new  password  invalid.  can't  even  sign  now.",1,1
I can't open the review section! Once I click on it the app restart! Doesn't work even if I redownload this app.,can't  open  review  section!  click  restart!  work  even  redownload  app.,2,1
good quality,good  quality,3,1
Great app with many offers but beware of overseas purchase. Check the review and make sure the price is not too good to be true especially electronic accessories.,great  many  offers  beware  overseas  purchase.  check  review  make  sure  price  good  true  especially  electronic  accessories.,4,0
"Easy shopping, Can log in daily to get coins.","easy  shopping,  log  daily  get  coins.",5,0
O_O .mis,o_o  .mis,2,1
"Shoppee, one of the best shopping platform. Easy to use and track orders. Cancellation due to unforseen, refund was a breeze. So far all my orders arrived in good condition. Thank you.","shoppee,  one  best  shopping  platform.  easy  use  track  orders.  cancellation  due  unforseen,  refund  breeze.  far  orders  arrived  good  condition.  thank  you.",5,0
"The app is super slow now.... it keeps telling that an error occurred for every thing i am trying to do on the app, for example adding an item to wishlist, updating my profile, tracking, you name it...","super  slow  now....  keeps  telling  error  occurred  every  thing  trying  app,  example  adding  wishlist,  updating  profile,  tracking,  name  it...",1,1
Simple to use,simple  use,4,0
"The app is so so. There is no place for us to do feedback on the delivery service. Never ever use Shopee Express delivery. Their delivery people just dump your items outside your house, subject to risk of being stolen, when the customer is actually at home!! There is no instruction to say, do not disturb and the doorbell is right there. I am very irritated as this happens only when it's Shopee Express Delivery service.","so.  place  us  feedback  delivery  service.  never  ever  use  express  delivery.  delivery  people  dump  outside  house,  subject  risk  stolen,  customer  actually  home!!  instruction  say,  disturb  doorbell  right  there.  irritated  happens  express  delivery  service.",2,1
"I've had great experiences in Shopee! Found lots of items I like with good deals and trustable sellers! However, I really hope Shopee can enhance settings, especially privacy settings, like hide active status etc. And I want us as buyers to be able to change our username, since when I first used Shopee, I placed a random name but now I've come to a decision to change it to perhaps something more presentable.I really hope Shopee can look into this issue. I would very much appreciate it. Thank you","i've  great  experiences  shopee!  found  lots  like  good  deals  trustable  sellers!  however,  really  hope  enhance  settings,  especially  privacy  settings,  like  hide  active  status  etc.  want  us  buyers  able  change  username,  since  first  used  shopee,  placed  random  name  i've  come  decision  change  perhaps  something  presentable.i  really  hope  look  issue.  would  much  appreciate  it.  thank",4,0
Peace of mind. Every Shopee Mall product comes with 15 days free return which allows shopper to do any exchanges. It also has this 100% Authentic policy in place which protects shoppers' interest because they paid for what they've bought. Seller will refund shopper double the price if the product is non-authentic. Free shipping. All items comes with free shipping.,peace  mind.  every  mall  product  comes  15  days  free  return  allows  shopper  exchanges.  also  100%  authentic  policy  place  protects  shoppers'  interest  paid  they've  bought.  refund  shopper  double  price  product  non-authentic.  free  shipping.  comes  free  shipping.,5,0
Best app for purchase online,best  purchase  online,5,0
Twice did not honour my order of promotional items. Felt cheated & scammed when my order was cancelled on the day I supposed to receive after status showed shipped out. Seller gave me useless coupons. Shopee asked me to settle with seller. Seller said is Shopee issue. If I rebuy have to pay extra $100. Terrible Shopee CS that just sent me email saying logistic issue & case resolved. PLEASE IT'S NOT RESOLVED AT ALL!!!,twice  honour  order  promotional  items.  felt  cheated  &  scammed  order  cancelled  day  supposed  receive  status  showed  shipped  out.  gave  useless  coupons.  asked  settle  seller.  said  issue.  rebuy  pay  extra  $100.  terrible  cs  sent  email  saying  logistic  issue  &  case  resolved.  please  resolved  all!!!,1,1
Alot of discount. Convenient,alot  discount.  convenient,4,0
Happy shopping form shopee.,happy  shopping  form  shopee.,5,0
Good customer service was provided when I had one or two issues before. Other than that I am quite happy with the app! Just that a few times when I rated my item purchased it only gave me 5 or sometimes even 2 coins instead of 7 :( but I guess it's not much of a big issue hopefully it will be fixed!,good  customer  service  provided  one  two  issues  before.  quite  happy  app!  times  rated  purchased  gave  5  sometimes  even  2  coins  instead  7  :(  guess  much  big  issue  hopefully  fixed!,4,0
"Poor app performance, confusing user interface. Perks are also not what it's used to be when it first launched. It's become increasingly difficult to get any perks.","poor  performance,  confusing  user  interface.  perks  also  used  first  launched.  become  increasingly  difficult  get  perks.",2,1
Have some sellers that are not willing to refund because they want money. But overall products all good,willing  refund  want  money.  overall  products  good,4,0
User friendly and items are all well delivered.,user  friendly  well  delivered.,5,0
Like the products and it's cheaper for some products. Happy with it. Loved the options and some sellers are so quick. Hope to see more regional products on it. 🙂,like  products  cheaper  products.  happy  it.  loved  options  quick.  hope  see  regional  products  it.  slightly_smiling_face,5,0
Love to shop in shoppee,love  shop,5,0
Great shopping experience.,great  shopping  experience.,5,0
I don't recommend people to shop at Shopee!! The Shopee Return Refund department did not solve our problem. They are supporting scammers seller for not refund of our shipping fees Which we have paid in previous order 👎 I don't think we will really trust and shop in shopee for this kind of very bad experience in online platform. I suggest that the employee should know how to understand and investigate the issue before claiming customer did not provide evidence for the refund matters.,recommend  people  shop  shopee!!  return  refund  department  solve  problem.  supporting  scammers  refund  shipping  fees  paid  previous  order  thumbs_down  think  really  trust  shop  kind  experience  online  platform.  suggest  employee  know  understand  investigate  issue  claiming  customer  provide  evidence  refund  matters.,1,1
"Download the app but yet to use. See? Doesn't seem fair right? 90% of user reviews either don't address the product quality at all, or are rating the deliveries! Shopee is not doing much to change that. We should be given longer grace period to leave reviews, and should also be able to edit them anytime","download  yet  use.  see?  seem  fair  right?  90%  user  reviews  either  address  product  quality  all,  rating  deliveries!  much  change  that.  given  longer  grace  period  leave  reviews,  also  able  edit  anytime",2,1
So far so good 👍,far  good  thumbs_up,5,0
"Cranky at times (yesterday I was unable to make payment via Google Pay for my purchases, in the end I am ""forced"" to use either credit card payment or top up shopee wallet to pay for my purchases) but generally a great app to use for online shopping. Best of all, this is the only app that ensure buyers that we will be covered by shopee warranty for the products purchased.","cranky  times  (yesterday  unable  make  payment  via  google  pay  purchases,  end  ""forced""  use  either  credit  card  payment  top  wallet  pay  purchases)  generally  great  use  online  shopping.  best  all,  ensure  buyers  covered  warranty  products  purchased.",4,0
I have been saving the Shopee coins for a few months but Shopee took away my coins and I have to save the coins again. I wanted a voucher but now I can't get it anymore.,saving  coins  months  took  away  coins  save  coins  again.  wanted  voucher  can't  get  anymore.,3,1
Safe especially local sellers.,safe  especially  local  sellers.,4,0
Shoppee is one of favourite platform as it rewards rebate and has one of the reasonable and maybe the cheapest as compared to other platform but not all products can be found here. Shoppee main customer service experiences have been great thus far though some merchants were rigid in exchanging products of the same or beyond purchased items values.,one  favourite  platform  rewards  rebate  one  reasonable  maybe  cheapest  compared  platform  products  found  here.  main  customer  service  experiences  great  thus  far  though  merchants  rigid  exchanging  products  beyond  purchased  values.,5,0
"Wider range of items available, able to enjoy good buys, diff kinds of discounts thru shoppee","wider  range  available,  able  enjoy  good  buys,  diff  kinds  discounts  thru",5,0
Items bought were timely delivered,bought  timely  delivered,4,0
Nice shopping,nice  shopping,5,0
"So ANNOYED! I select items to cart out then the system unselects them when i try to apply vouchers. When i finally do that, the card I added beforehand disappeared & i have to readd it. Now vouchers fully claimed & promo for my card fully redeemed! App keeps freezing, i can't select anything or page remains blank. Set reminder for next round of vouchers to claim but notification appears immediately instead of correct time. Getting worse, now everything in cart is auto selected & cannot unselect!","annoyed!  select  cart  system  unselects  try  apply  vouchers.  finally  that,  card  added  beforehand  disappeared  &  readd  it.  vouchers  fully  claimed  &  promo  card  fully  redeemed!  keeps  freezing,  can't  select  anything  page  remains  blank.  set  reminder  next  round  vouchers  claim  notification  appears  immediately  instead  correct  time.  getting  worse,  everything  cart  auto  selected  &  cannot  unselect!",1,1
What's wrong with Shopee? I can access to my account and shopping cart... All shows error.,what's  wrong  shopee?  access  account  shopping  cart...  shows  error.,1,1
app keep restart after click on item. This happen after doing the update on 02Mar2022.,keep  restart  click  item.  happen  update  02mar2022.,2,1
Fantastic,fantastic,5,0
Good for shopping,good  shopping,4,0
Compared prices with Lazada and found cheaper in Shopee,compared  prices  lazada  found  cheaper,5,0
Very useful....,useful....,5,0
App keeps hanging after recent update 👎can't shop now 👎,keeps  hanging  recent  update  thumbs_downcan't  shop  thumbs_down,1,1
"'Search in shop' is broken, will send you outside the shop.","'search  shop'  broken,  send  outside  shop.",4,0
"I love ordering my items with shopee application. All the items are authentic. Their services are fanstatic. When I encountered problems, the teams re-act in a fast manner and take action and replied my e-mail immediately. I purchase items only @ Shopee cause I trust their services, and their great rewards they offers. Well done Shopee, never ever regrets. A loyalty customer to Shopee. Well done. 👍👏👏💕💪","love  ordering  application.  authentic.  services  fanstatic.  encountered  problems,  teams  re-act  fast  manner  take  action  replied  e-mail  immediately.  purchase  @  cause  trust  services,  great  rewards  offers.  well  done  shopee,  never  ever  regrets.  loyalty  customer  shopee.  well  done.  thumbs_upclapping_handsclapping_handstwo_heartsflexed_biceps",5,0
Prompt with replies. But haven been able to login the application whole of today. Not sure why.,prompt  replies.  able  login  application  whole  today.  sure  why.,4,0
Like the built in arrangement that buyer is in control to release fund to seller after goods are received.,like  built  arrangement  buyer  control  release  fund  goods  received.,5,0
Generally most transactions satisfactory. Except for one case. But seller is removed.,generally  transactions  satisfactory.  except  one  case.  removed.,3,1
Petty easy to search for items. Prices most of the time very reasonable. Shopee should look into their DELIVERY as the delivery guy always just leave small parcel outside of the house without ringing the door bell.,petty  easy  search  items.  prices  time  reasonable.  look  delivery  delivery  guy  always  leave  small  parcel  outside  house  without  ringing  door  bell.,4,0
Good,good,4,0
Useful and nice app,useful  nice,5,0
Omg this app is so wonky and unstable. Firstly it keeps saying some pages cant be found then now the homepage cant even scroll nor modules can be clicked on!,omg  wonky  unstable.  firstly  keeps  saying  pages  cant  found  homepage  cant  even  scroll  modules  clicked  on!,1,1
"DON'T pick shopee xpress as your courier, or just don't buy from Shopee. I waited SO long for all my parcels and contacted Shopee many times about this. They kept saying they will escalate, but now they told me ALL my parcels are lost. Previously, an agent told me delivery was delayed due to misroute issues and picklocker being full, so all these reasons don't match up now. Customers don't buy online for their parcels to be lost, and requesting for a refund is certainly not a feasible solution.","pick  xpress  courier,  buy  shopee.  waited  long  parcels  contacted  many  times  this.  kept  saying  escalate,  told  parcels  lost.  previously,  agent  told  delivery  delayed  due  misroute  issues  picklocker  full,  reasons  match  now.  customers  buy  online  parcels  lost,  requesting  refund  certainly  feasible  solution.",1,1
Ok. Issue was resolved and refund was processed accordingly however this was only after I raised the dispute the second time. First time the resolution was forced on me despite my request for dispute on the wrong item sent by the seller. Hope shopee can ban unscrupulous sellers and protect the buyers.,ok.  issue  resolved  refund  processed  accordingly  however  raised  dispute  second  time.  first  time  resolution  forced  despite  request  dispute  wrong  sent  seller.  hope  ban  unscrupulous  protect  buyers.,4,0
Happy as a buyer ..😇,happy  buyer  ..smiling_face_with_halo,5,0
"Takes quite a bit of time to look for the right product to buy. Sometimes, not sure how to reach seller to ask questions. Looking at picture alone may be deceiving. I actually received a phone case meant for the back instead of a flip.design. not sure if the picture was deceiving or the seller sent the wrong item. 1 more feedback I forgot to include: As a first time shopper, I expected to receive a Welcome discount but upon checking out, I was unable to find the method to claim the discount.","takes  quite  bit  time  look  right  product  buy.  sometimes,  sure  reach  ask  questions.  looking  picture  alone  may  deceiving.  actually  received  phone  case  meant  back  instead  flip.design.  sure  picture  deceiving  sent  wrong  item.  1  feedback  forgot  include:  first  time  shopper,  expected  receive  welcome  discount  upon  checking  out,  unable  find  method  claim  discount.",3,1
Useless very very bad service useless shop,useless  service  useless  shop,1,1
Product in good condition.,product  good  condition.,4,0
Why is the app not able to add to cart kept prompting network error.,able  add  cart  kept  prompting  network  error.,3,1
"Its difficult to make purchase,at shopee,indonesia,can teach mehow to make puchases..","difficult  make  purchase,at  shopee,indonesia,can  teach  mehow  make  puchases..",3,1
SG one of the best shopee #1 online platform,sg  one  best  #1  online  platform,4,0
"Happy online shopping experience. However, I find that app navigation can be quite a challenge. Vouchers collected can be hard to find and use. That's my personal opinion. Overall is still ok as an alternative shopping platform.","happy  online  shopping  experience.  however,  find  navigation  quite  challenge.  vouchers  collected  hard  find  use.  that's  personal  opinion.  overall  still  ok  alternative  shopping  platform.",5,0
Amazing experience and able to buy things that are hard to buy physically,amazing  experience  able  buy  things  hard  buy  physically,5,0
"I'm happy with you,shopee🥰","i'm  happy  you,shopeesmiling_face_with_hearts",5,0
Nice app just too cluttered and sometimes hard to navigate among the pages. Hope to see it more clean and simplify the app views.,nice  cluttered  sometimes  hard  navigate  among  pages.  hope  see  clean  simplify  views.,3,1
"Can get cheaper good,and save some money,can window shop with out going out.","get  cheaper  good,and  save  money,can  window  shop  going  out.",4,0
Offers good...lot of discounts if you go with shopeepay,offers  good...lot  discounts  go  shopeepay,5,0
"Can't see the fliter and rating,unless you search by specific name then you can see","can't  see  fliter  rating,unless  search  specific  name  see",3,1
",i think it is better to inform a time slot when the delivery man is coming to deliver parcel to door stop and the timing of the delivery is not being mentioned .Besides this ,Shopee parcels dosent always come on time unlike Ezbuy .There is always issues with the parcels ,some parcels take over one month to come.In terms of shipping ,Ezbuy does it better. The parcel that took one month to come is ridiculous ,i always feel that buying on Shopee takes more risk than on Ezbuy.",",i  think  better  inform  time  slot  delivery  man  coming  deliver  parcel  door  stop  timing  delivery  mentioned  .besides  ,shopee  parcels  dosent  always  come  time  unlike  ezbuy  .there  always  issues  parcels  ,some  parcels  take  one  month  come.in  terms  shipping  ,ezbuy  better.  parcel  took  one  month  come  ridiculous  ,i  always  feel  buying  takes  risk  ezbuy.",4,0
"Shopee is charging extra fees, without pre-communication, from sellers. Shopee stopped replying after its lies were exposed, I'm urging affected sellers to make a police report for fraud, don't be cheated in silence.","charging  extra  fees,  without  pre-communication,  sellers.  stopped  replying  lies  exposed,  i'm  urging  affected  make  police  report  fraud,  cheated  silence.",1,1
