username,content,score,thumbs_up_count,at,reply_content,replied_at,sort_order,app_id,target
Pigg Ling,"This app has become so laggy over the few months that it's affecting user experience. At times, it would take 10-30 seconds for the page to be responsive. Can your team do something about it?",2,1,2022-04-10 09:59:50,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-04-10 11:52:00,most_relevant,com.shopee.sg,1
Cheow Ping Tan,"Good app for shopping, but very unprofessional when it comes to content updates, promotional and games pages. Consistently having broken images or links or some things not working. Do you guys even check your stuff before publishing?",2,4,2021-08-06 22:04:42,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2021-08-07 00:15:03,most_relevant,com.shopee.sg,1
georginaaa,BRING BACK FREE SHIPPING!!! 😡😡😡😡 whats the point of buying products during 10c flash deals when we have to pay for shipping??? and the collection points are not even convenient,2,1,2022-02-13 09:58:09,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2022-02-13 10:47:56,most_relevant,com.shopee.sg,1
noora ariffin,"Hi shopee. May I know when my shoppe pet games issues can be resolved. I already email. Please assist this. I was stuck at level 9. Cannot play level 8 and 10. What happen? I using Android, Redmi note 9. The games cannot prompt me to level 8 & 9. Very frustrated.",2,0,2022-03-02 16:44:20,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2022-03-02 18:10:34,most_relevant,com.shopee.sg,1
raymond cheng,There is an display optimization issue when I need to key in my 3ds code when purchasing on my mobile phone. The display screen to key in my 3d secure sms one time pin is truncated so I can never complete the purchase. I have to make the payment on a larger screen like on my ipad where I am then able to key in my sms otp.,2,3,2021-12-07 20:57:07,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-12-07 22:44:40,most_relevant,com.shopee.sg,1
Chloe,"The shopee candy redeem store is always fully redeemed even though there's no redemption limit. Even if i have many points, what's the use if i can't redeem. The stupid app now keep crashing say something is wrong. So long until now is still not fixed!",2,0,2022-05-30 21:38:18,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-05-30 22:32:47,most_relevant,com.shopee.sg,1
SAM LIM,No words can be used to descibe the worst of all (latest) experience with one of the seller. The money I paid for the products will be considered to buy a precious lesson for myself.,2,0,2020-10-14 14:34:44,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2020-10-14 15:14:03,most_relevant,com.shopee.sg,1
Drey,"I wanted to list an item to sell but when i hit the save button after filling the 'weight' section, i can't save. TLDR, I can't list any items to sell on shopee.",2,1,2020-05-31 20:25:21,,,most_relevant,com.shopee.sg,1
Kennedy Noah Teo,"Removed my voucher saying limited redemption, but it wasn't in the terms and conditions. Thought I could use the voucher as long as before expiration date. Made me lose opportunity to save $25 just cause T&C not detailed.",2,0,2021-04-03 15:49:21,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2021-04-03 16:05:43,most_relevant,com.shopee.sg,1
Helena Jasmine,"many selling fake and claims its real,plus the game at times cant be played and there goes my coins . Best part if it all pick up near ny house but instead choose a pick up site thats 1 mrt station away ..Customer Service is very HORRIBLE!",2,1,2022-05-31 22:50:22,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-06-01 00:03:41,most_relevant,com.shopee.sg,1
ruhi b,Buying is ok but refund and exchange they don't do it if you can improve that things it should be ok don't like to always ask for refund but they don't do it and sometimes the seller's write something and sending is different this part is very disappointed and no helps at that point of time cause at the end of the day we are spending money so shopee must understand,2,10,2021-09-15 12:46:39,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-09-15 13:50:19,most_relevant,com.shopee.sg,1
Jeslyn Yeo,"I order a Philips Airfryer 9218 w/ baking tray S$186.88 on 29/4, PAID direct bank debit & delivery sched, extended guarantee at seller's request. Look fwd to receive it!! but noted Shopee canx order on 11/5 06:05. I text seller 11/5, he will check. Am not hopeful. Now if i Buy Again, it's $208! but i don't have faith in seller since they failed to commit. I had now made purchase from other online source at $178. Also cause me inconv. to trsf $ out of Shopee back to me because it's not $18.",2,0,2020-05-12 22:48:21,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-05-12 16:07:25,most_relevant,com.shopee.sg,1
Olivia ALSA,"I was suddenly logged out. Asked to log back in. When i did, all my current orders and prev orders were all wiped out. So now i have no idea what has happened to my orders that are all in the process of shipping",2,0,2020-05-06 21:15:06,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-05-06 21:44:01,most_relevant,com.shopee.sg,1
ZongHan Cai,"Many China sellers post as local Singapore sellers. When u buy from them, they make u wait and then cancel saying its out of stock. However, that post still stays in stock. Or the shipping takes forever to come, just like aliexpress. Shopee should review how long sellers get the items shipped to buyers. 1 month from China is way too long!",2,2,2022-02-24 09:52:06,,,most_relevant,com.shopee.sg,1
Jamie Yip,I used to love this app. Reliable sellers and ease of shopping. However for the past few days I have been getting error messages. Despite having uninstall and reinstall it. Please advise.,2,1,2021-05-08 16:02:17,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2021-05-08 17:17:34,most_relevant,com.shopee.sg,1
kellynnelpj Lim,I just completed L175 Candy but was prompted an error and was not taken into account and was not even recognised so can't move up to next level. There's been intermittent problems the last 1 month,2,0,2020-09-30 08:12:02,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2020-09-30 08:56:38,most_relevant,com.shopee.sg,1
Ida Ngatman,"App used to be great but nowadays it is sluggish, laggy and constantly non-responsive within minutes of use. Infuriating!!",2,1,2022-03-31 07:43:59,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.
",2022-04-07 00:22:07,most_relevant,com.shopee.sg,1
JiaHui Gao,Seriously need to fix the bug of hanging everytime someone needs to leave a review. Tried on different phones. Same situations.,2,0,2022-03-16 00:59:02,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-03-18 20:18:06,most_relevant,com.shopee.sg,1
Jassie Hassaram,"Had a good experience mostly until I didnt receive 1 item and then was suprised at Shoppees customer service. Horrible refund process. I made a order of a number of products, all was sent except 1. Submitted a refund request and was denied because they claimed I received my parcel. Dont think they bother or care to check properly and gave me a standard answer that did not relate to my refund request. Very disappointed. Why would I only claim a refund on 1 item when I have purchased many others?",2,0,2020-09-18 08:33:06,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2020-09-18 09:28:06,most_relevant,com.shopee.sg,1
Ron Maysih,"Food products are ok. All other products are nothing but ripoffs frm China that are of questionable quality. Nothing against China, they do make quality products. Unfortunately, this app does not offer them.",2,1,2022-05-11 16:04:23,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.
",2022-05-11 16:38:15,most_relevant,com.shopee.sg,1
Luke Chang,"Download the app but yet to use. See? Doesn't seem fair right? 90% of user reviews either don't address the product quality at all, or are rating the deliveries! Shopee is not doing much to change that. We should be given longer grace period to leave reviews, and should also be able to edit them anytime",2,1,2021-08-23 09:05:32,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-08-23 11:36:44,most_relevant,com.shopee.sg,1
Yoges Naga,Wasn't too pleasent as when 1st time d/l app did a huge purchase but wasn't aware abt the coins issued n expiry untill I tried to purchase again 3mths later. Spoke to their cust care via chat who were very helpful n jus gave std reply sorry we can't help. So obviously not a very good experience.,2,0,2020-12-22 16:54:56,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2020-12-22 17:27:11,most_relevant,com.shopee.sg,1
nico -,The app kept crashing. Reinstall also same. Hello is your app bug. I've check with friends. It's across everyone's shopee app. It's not a single user issue.,2,0,2020-09-28 15:48:58,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-09-28 16:34:32,most_relevant,com.shopee.sg,1
T N,"Room for improvements - Dark mode (many users use this app at night) - Google Pay , Samsung Pay, Apple pay should be included. - Still too much irelevant notifications. We don't even know if there is important messages from sellers.",2,1,2021-11-01 00:59:55,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-09-23 01:25:27,most_relevant,com.shopee.sg,1
A Google user,"SHOPEEPAY WALLET UNABLE TO REFUND YOUR TOPUP BACK INTO BANK ACCOUNT. In hope that other users will see this before topping up. This was not stated clearly, and support team wasn't able to do anything either, except to tell me it's unfortunate.",2,1,2020-04-21 21:25:12,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-04-22 09:12:29,most_relevant,com.shopee.sg,1
vanessa Lois,"Been using it for years but will stop using this app soon... the coins have been dripping tremendously!! Used to be 10 coins now drop to 6... and cash back used to be 20% then drop to 15%, 10% and now 8%... 🙄",2,2,2022-03-23 21:32:56,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2022-03-24 11:33:28,most_relevant,com.shopee.sg,1
Yi Jun Tan,Slow in loading. Keep hanging. Check in page doesn't have check in coins for me to press collect even! Used to be seamless and easy...,2,0,2022-06-01 10:13:38,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2022-06-01 11:41:09,most_relevant,com.shopee.sg,1
tc leo,"all is great, the product, security features, refund and despute resolution. Except for the coins if buyer rate a purchase which almost always 90% failed to credit as promised despite the video, photo, 50 character comments submitted",2,0,2020-09-09 23:44:56,,,most_relevant,com.shopee.sg,1
David Lucas,They have some good products at reasonable prices but be prepared to be peppered with notifications you cannot turn off. The worst is their live infomercial session which is indescribably terrible.,2,0,2020-05-16 13:08:05,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-05-16 16:07:24,most_relevant,com.shopee.sg,1
Diana Han,Don't know what's wrong with the app. It restarted too frequently when you are in the middle of a game. It just wasted the lives that you are entitled to use. Other shopping apps don't have these issues.,2,2,2021-10-14 09:42:54,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-10-14 10:20:04,most_relevant,com.shopee.sg,1
A Google user,"Cannot add anything to cart since 2 days ago! Missing out on everything that is on 11.11. Logged me out and I cannot log back in, had to reset my password. Using Samsung Note 8.",2,0,2018-11-11 07:29:56,"Hello! We're so sorry to hear about this. Kindly drop us an email at support@shopee.sg with your Shopee username and login timing so we can follow up on this issue, thank you!",2018-11-11 08:42:44,most_relevant,com.shopee.sg,1
PEI CI,used to be enjoying shopping in shopee but recently the app happen to show stop working and to return home. I see others in the rating experience this too. hope shopee could fix it as soon as possible. thanks alot,2,1,2022-05-31 17:58:11,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-05-31 19:10:41,most_relevant,com.shopee.sg,1
Wei Wei,Slow and laggy on tablets. Have to press and wait for seconds before it responds. Strange. No other app has this problem.,2,1,2020-05-24 22:37:11,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-05-25 09:06:58,most_relevant,com.shopee.sg,1
Vanna Zhan,Things are cheap but refund team doesn't want do their job. Ask customer to wait for longer time before item delivers for normal mail. Thereafter said period over cannot do anything. All their talks! And after review still keep promoting to review.,2,3,2021-10-27 20:30:05,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.",2021-10-27 20:55:44,most_relevant,com.shopee.sg,1
Jellyfish Auishtha Enchantress,I enjoyed shopping on this platform. The only thing is when I give compliments and rates everytime I received orders.. I never receive Coins as shopee promise for 7coins.. I also refer friends.. Still no extra Coins.. haysssss.,2,0,2021-02-23 13:22:25,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2021-02-23 13:47:10,most_relevant,com.shopee.sg,1
Neil H,Definitely requires a privacy mode where dubious and sellers unrelated to my interests are given free rein to follow me. Do not appreciate this feature. Even if I block them the seller should not be allowed to follow me.,2,1,2022-04-20 21:45:03,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-04-20 23:46:42,most_relevant,com.shopee.sg,1
N C,"After the update, I can no longer access to play Pet Shopee anymore. Kept repeating msg of connection error. Other games, no problems.",2,1,2021-08-14 15:19:07,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-08-14 15:38:40,most_relevant,com.shopee.sg,1
Pulicat Ettikudiappan,"Easy to add a credit card info, no questions asked. When deleting, asks for password. Doesn't protect the customer.",2,0,2020-11-29 20:19:05,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-11-29 20:32:00,most_relevant,com.shopee.sg,1
owyong hui yi,"Super duper laggy, with screen freezing everytime it really makes the shopping experience terrible and frustrating, shoppe can do btr than this.",2,0,2021-07-05 01:29:15,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2021-07-05 08:47:12,most_relevant,com.shopee.sg,1
john toh,Refunds are impossible. Doesn't allow you to click the refund button before you receive your order and no options for refund at all once you confirmed receipt of your order. I will be uninstalling this app once my last order arrives.,2,0,2021-02-22 19:08:32,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2021-02-22 19:40:12,most_relevant,com.shopee.sg,1
A Google user,There's been a problem with your app since the last update. Some pages do not load anymore. It's only happening in my Android phone. PLEASE FIX YOUR APP FOR ANDROID! THERE ARE SO MANY FUNCTIONS THAT CANNOT RUN!!!!,2,3,2019-08-12 20:14:39,,,most_relevant,com.shopee.sg,1
Jodel Tan,I used to give 5 stars but the recent experience is bad.. app keeps having issues. Product not updated live that leads to carting out issues. Vouchers issues.,2,3,2022-07-07 12:07:09,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-07-07 12:41:10,most_relevant,com.shopee.sg,1
A Google user,"I only have order updates enabled for my notifications, but I get unwanted notifications every day for social updates junk like shopeesg publishing a new post or watch shopeesg live, which I am clearly uninterested in. Otherwise it's good.",2,1,2020-02-22 12:14:31,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-02-22 13:06:54,most_relevant,com.shopee.sg,1
Zaid Ab Rahman,Shopee has never gave me a good experience in shopping. Spam advertisement like mad. App notifications is so many it drives the battery down quickly. Not confident Shopee will protect both buyers and sellers from scams.,2,3,2021-04-14 02:00:39,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.",2021-04-14 07:47:48,most_relevant,com.shopee.sg,1
A Google user,"I'm a VIP of Qoo10, trying to sign up Shoppee App but failed. Tried 5X but 'invalid username'?? Why? I'm NOT logging in but to sign up new a/c. Edited: FINALLY, managed to login my orders after trying sooooooo many times but not a user friendly app. Claimed $30 voucher for my purchase almost $600 but unable to use, check out allowed to use $20 voucher only.",2,4,2020-04-04 21:22:26,"""Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2020-04-04 22:44:08,most_relevant,com.shopee.sg,1
David Chua,"Not like Lazada, items discription not details as compare to Lazada, I can sign in using fingerprint, but when delete credit card after purchase need to type in password, troublesome than Lazada. Must well after fingerprint sign in , need to manually key in password again for every purchase? I dont see what is the necessity to key in password for credit card deletion.",2,0,2022-04-08 15:16:40,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-04-08 17:12:18,most_relevant,com.shopee.sg,1
Bri,"Needs to be improved, so that every country can use this app also if you want to terminate your account be prepared to go through a long procedure. It's good but need alot of improvements.",2,0,2021-05-13 09:31:57,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2021-05-13 10:32:23,most_relevant,com.shopee.sg,1
JohannK,"Lousy notification controls. Even if you disable all notifications except for chats and order updates, they still notify you with advertisements.",2,1,2020-12-21 21:29:09,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-12-21 22:22:39,most_relevant,com.shopee.sg,1
lin lin Chua,Can't agree more with those who also find it ridiculous to pay 60¢/$1 for tiny items that can fit in 1's palm. Why would customer pay for damaged/wrong colour/etc goods? Why is the refund process depending on the customer to liaise with seller & shopee & shopee's partners? So who is doing the job(s)& who is the customer? Why doesn't anyone pick up the phone during stated office hours?,2,1,2022-04-16 09:25:16,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2022-04-16 13:00:45,most_relevant,com.shopee.sg,1
A Google user,"App is laggy. My vouchers were made invalid after i had problems checking out. OTP was auto entered yet was invalid when submitted. Also, i couldn't check out the new user welcome gift...waste my time",2,0,2020-01-16 00:13:20,"Hey,

Thank you for your review.

We are so sorry that you have had to come through challenges while using our app.

As we would like to look into your feedback further, we really appreciate if you could fill up this form at https://help.shopee.sg/sg/s/contactus

so that besides improving our service, we will be able to make you happy too! 🙇‍♂️",2020-01-16 09:03:03,most_relevant,com.shopee.sg,1
Spartan nizam,Been using the app. Recently i cant order things. Keep saying errors. Location needs to be on to be accurate and ask for address. Cant order even after fill up the address.,2,2,2022-07-18 02:00:49,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2022-07-18 08:34:43,most_relevant,com.shopee.sg,1
OrientaLife Lazadashop,Don't feel comfortable with my address shown to buyers ( Shipping from Address ). Felt there is compromise of personal information and privacy. Hope there is a ' hide/show ' option in address.,2,0,2021-12-13 15:26:54,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2021-12-13 16:04:22,most_relevant,com.shopee.sg,1
Sue Md,"Shopee now have Lucky Draw when you top up using Paynow. Yesterday I topup via Paynow to purchase stuffs. I forget about the lucky draw. Today when I want to play the lucky draw, it prompt it has expired! 🙄🙄🙄🙄🙄",2,4,2022-04-25 11:34:54,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.

",2022-04-25 12:27:01,most_relevant,com.shopee.sg,1
Shannahs Shannahs,The shopping experience has been great but I'm unable to locate my digital purchase and direct access to all shopee games easily. Can someone look into this?,2,0,2021-03-12 22:57:56,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2021-03-13 00:57:55,most_relevant,com.shopee.sg,1
Bruce Ong,Suddenly have problem. Apps restarted when ever I click on the games or other icons. Every thing seems ok 5 to 10mins ago.,2,1,2021-03-23 10:53:06,"Hey, :D

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead. :)",2019-06-02 16:34:52,most_relevant,com.shopee.sg,1
lalit nama,"edited: still same issue, issue is only on wifi, if i use mobile data it works fine. On wifi Only home screen loads, all other screen is just white page. Is it only me or anyone else? i am using one plus 6t android phone.",2,2,2021-08-11 22:28:01,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-11-27 18:22:48,most_relevant,com.shopee.sg,1
Doreal Tan,"My purchase history doesn't load. Its a blank page. After limiting my account for the most absurd/vague reasons (Kelly from Shopee email cust service refused to elaborate why), this happened. How am I supposed to check my existing orders now?",2,1,2021-10-28 17:29:13,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2021-10-28 18:08:42,most_relevant,com.shopee.sg,1
Avinash Lodha,The return policies need to be clearly explained. The app screen is a bit cluttered compared to lazada. Lazada gives me more confidence as I HV been using it for a while and clearly understand their policies.,2,2,2020-11-05 07:29:46,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-11-05 08:12:30,most_relevant,com.shopee.sg,1
Aziz Khan,"Abit upsetting. It asks me to pay seprately for shipping for the free item. Once i did that, i dont qualify for the first purchase voucher under shopee. Really felt tricked.",2,0,2020-08-25 02:08:50,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect. As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you.",2020-08-25 07:49:44,most_relevant,com.shopee.sg,1
Farrah Mufa,"After every order, unable to search or pay for purchase anymore. Every time need to uninstall and install again just to get it to work again. So annoying",2,3,2021-04-18 06:51:17,"Thank you for your review. We are sorry to hear that your experience with Shopee was less than perfect.

At Shopee, we aim to provide you with the best buying and selling experience. We hope you will give us another chance to earn that 5 stars from you.",2021-04-18 07:56:09,most_relevant,com.shopee.sg,1
